true label_012,normal_Dr_value,scc_Dr_value,others_Dr_value
1,0.228697782,0.491214143,0.280088075
0,0.297458616,0.379128369,0.323413016
1,0.208582858,0.539230602,0.25218654
2,0.228240538,0.289971401,0.481788061
2,0.220389855,0.220389855,0.559220291
2,0.219549727,0.242733675,0.537716597
2,0.22525588,0.263721773,0.511022347
1,0.210827452,0.260036302,0.529136247
1,0.233226343,0.336136651,0.430637007
1,0.233959531,0.483172331,0.282868138
2,0.223169266,0.223169266,0.553661468
1,0.216153961,0.536257173,0.247588866
2,0.233119059,0.245118645,0.521762296
1,0.221340672,0.243144061,0.535515267
2,0.226274217,0.226274217,0.547451567
2,0.22110388,0.22110388,0.55779224
1,0.22036818,0.538333676,0.241298144
2,0.35092092,0.24426899,0.40481009
2,0.21366487,0.338495812,0.447839317
1,0.227144075,0.501565295,0.271290631
2,0.258381843,0.422722737,0.31889542
1,0.223214279,0.233950078,0.542835643
1,0.265973184,0.412245658,0.321781158
2,0.220469167,0.220469167,0.559061666
1,0.223131064,0.531915796,0.244953139
1,0.228697032,0.295643661,0.475659307
2,0.222200979,0.237427627,0.540371394
1,0.239686984,0.273838487,0.486474529
2,0.220869265,0.23783414,0.541296595
1,0.245043606,0.476972742,0.277983652
0,0.313275451,0.210752918,0.475971632
1,0.226016544,0.321994207,0.451989249
2,0.219348116,0.249957441,0.530694444
2,0.439809891,0.218656252,0.341533857
2,0.24839073,0.255195535,0.496413735
2,0.228648958,0.452861154,0.318489888
2,0.217104702,0.233780423,0.549114875
2,0.219816094,0.517645485,0.262538421
1,0.239025609,0.476776052,0.284198339
1,0.226349159,0.26245612,0.51119472
1,0.231950615,0.52384524,0.244204145
1,0.242132471,0.378933764,0.378933764
1,0.222107243,0.520355219,0.257537538
2,0.32179024,0.398177792,0.280031968
3,0.25900525,0.294579365,0.446415385
1,0.238370539,0.281239329,0.480390132
1,0.298427689,0.239321284,0.462251027
0,0.493599368,0.226577809,0.279822822
2,0.230572221,0.22924072,0.54018706
1,0.230515497,0.509993453,0.25949105
1,0.410981687,0.258585966,0.330432347
1,0.231877355,0.261024091,0.507098554
1,0.245057305,0.490382538,0.264560156
2,0.226967227,0.250450483,0.52258229
0,0.429515047,0.210400859,0.360084094
2,0.333333333,0.333333333,0.333333333
2,0.260154473,0.40504737,0.334798157
0,0.555727817,0.222136092,0.222136092
2,0.560488848,0.219755576,0.219755576
0,0.412563302,0.293718349,0.293718349
1,0.231919174,0.423564382,0.344516443
2,0.333333333,0.333333333,0.333333333
2,0.220469167,0.220469167,0.559061666
1,0.219516364,0.341775887,0.438707749
2,0.248128337,0.234467748,0.517403915
2,0.216748281,0.216748281,0.566503437
1,0.223747879,0.433005979,0.343246142
2,0.221421379,0.221421379,0.557157242
1,0.222108909,0.443889001,0.33400209
1,0.214923104,0.348020815,0.437056081
1,0.223174851,0.529288374,0.247536774
2,0.327102536,0.272292268,0.400605195
1,0.24396901,0.411134426,0.344896564
1,0.27299002,0.36350499,0.36350499
1,0.241145461,0.490696118,0.268158421
1,0.227104789,0.530695752,0.24219946
2,0.225264234,0.262377351,0.512358415
2,0.276457086,0.276457086,0.447085828
2,0.237221909,0.282235323,0.480542769
0,0.402392639,0.262640821,0.334966539
2,0.218186074,0.251206394,0.530607532
2,0.21932671,0.246261151,0.534412139
1,0.27787178,0.318282203,0.403846017
2,0.246021175,0.463712961,0.290265864
0,0.32656192,0.218563191,0.454874888
2,0.218092494,0.218092494,0.563815013
2,0.490278675,0.237095195,0.27262613
2,0.478200025,0.249658368,0.272141607
1,0.2260152,0.524424304,0.249560496
2,0.407578259,0.248964787,0.343456954
2,0.215610211,0.236240249,0.54814954
1,0.240845186,0.479170524,0.27998429
2,0.249681343,0.263379519,0.486939139
1,0.232159611,0.513630896,0.254209493
1,0.215062776,0.25001205,0.534925175
1,0.245778353,0.263976133,0.490245514
0,0.522513746,0.227229713,0.250256541
1,0.227467097,0.42626543,0.346267473
2,0.310399619,0.206945434,0.482654947
1,0.237630426,0.492969036,0.269400538
2,0.241678955,0.235537512,0.522783533
0,0.524031438,0.221242817,0.254725745
2,0.22477456,0.235585403,0.539640037
1,0.218048168,0.331929272,0.45002256
0,0.524708871,0.22382147,0.251469659
1,0.210639053,0.337807258,0.45155369
2,0.426578166,0.207889233,0.365532601
2,0.367996679,0.265896222,0.366107099
